Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Rarely,979,Research & Development,5,5,Life Sciences,1,140,3,Male,38,4,4,Sales Executive,2,Married,4646,24773,0,Y,No,14,3,4,80,1,0,3,3,0,0,0,0
60,No,Travel_Frequently,1049,Research & Development,27,3,Other,1,141,4,Male,93,3,2,Manager,4,Single,2882,14213,6,Y,Yes,13,4,4,80,2,7,0,4,4,4,4,4
46,No,Travel_Rarely,1076,Sales,28,3,Medical,1,142,4,Female,59,4,4,Sales Executive,4,Divorced,18799,5781,2,Y,Yes,13,3,4,80,2,13,3,3,0,0,0,0
53,No,Travel_Rarely,1427,Research & Development,8,3,Life Sciences,1,143,4,Male,37,3,4,Research Scientist,4,Married,6523,18461,5,Y,No,20,3,3,80,3,10,2,4,1,1,1,1
30,Yes,Travel_Rarely,1150,Research & Development,2,3,Medical,1,144,1,Male,34,4,2,Laboratory Technician,3,Divorced,2586,9958,4,Y,Yes,18,3,2,80,0,23,2,2,0,0,0,0
49,No,Travel_Rarely,890,Sales,15,5,Marketing,1,145,4,Female,92,3,4,Laboratory Technician,1,Married,13577,8221,2,Y,No,22,4,3,80,0,23,3,4,1,0,1,1
24,No,Non-Travel,1085,Research & Development,12,2,Other,1,146,3,Male,30,3,1,Healthcare Representative,1,Divorced,6320,19030,5,Y,No,25,3,3,80,0,31,4,4,22,0,14,17
39,Yes,Travel_Rarely,990,Research & Development,17,3,Medical,1,147,3,Male,44,3,1,Laboratory Technician,4,Married,9837,24021,2,Y,Yes,23,4,3,80,3,24,4,2,12,12,3,10
45,No,Travel_Rarely,991,Research & Development,1,3,Life Sciences,1,148,1,Female,67,4,1,Laboratory Technician,4,Married,6556,15928,7,Y,No,25,3,1,80,1,27,5,3,8,4,5,8
19,No,Travel_Frequently,171,Sales,15,3,Medical,1,149,4,Female,71,3,2,Healthcare Representative,3,Married,18200,11015,6,Y,No,13,3,1,80,0,15,3,4,17,15,15,7
59,No,Travel_Rarely,726,Research & Development,14,3,Medical,1,150,2,Male,75,4,3,Laboratory Technician,1,Single,19788,21038,8,Y,No,18,3,4,80,1,38,3,2,37,1,12,13
23,No,Travel_Rarely,976,Sales,20,2,Human Resources,1,151,4,Male,82,3,3,Manufacturing Director,4,Divorced,2424,7202,4,Y,Yes,12,3,2,80,1,15,4,3,5,5,0,3
45,No,Travel_Rarely,1237,Sales,22,2,Life Sciences,1,152,1,Female,55,3,1,Sales Representative,4,Married,8517,6360,0,Y,No,25,3,2,80,2,35,4,3,4,1,2,4
45,No,Travel_Frequently,1489,Research & Development,16,2,Other,1,153,3,Male,90,1,2,Research Scientist,3,Married,15891,7039,9,Y,No,15,4,4,80,2,11,2,1,38,4,6,5
37,No,Travel_Rarely,1428,Research & Development,29,4,Medical,1,154,3,Female,96,4,1,Research Scientist,3,Divorced,19842,11079,7,Y,No,15,3,3,80,1,11,3,3,19,16,6,5
47,No,Travel_Rarely,572,Research & Development,9,1,Other,1,155,2,Male,83,3,2,Sales Executive,4,Divorced,16415,24162,1,Y,No,17,3,2,80,0,33,5,3,19,18,10,1
28,No,Travel_Rarely,192,Research & Development,1,4,Life Sciences,1,156,1,Male,51,3,1,Manufacturing Director,4,Married,4505,26794,5,Y,No,15,4,3,80,3,37,2,2,11,9,7,3
45,Yes,Travel_Rarely,631,Sales,28,4,Human Resources,1,157,3,Male,55,2,4,Sales Executive,4,Divorced,12789,10460,0,Y,No,19,3,3,80,0,19,2,3,8,7,8,4
42,No,Travel_Rarely,762,Research & Development,17,4,Other,1,158,1,Female,89,3,1,Laboratory Technician,1,Single,8112,4645,5,Y,No,13,4,3,80,1,14,3,3,9,9,9,9
56,No,Travel_Rarely,840,Sales,29,4,Other,1,159,3,Female,68,3,1,Manager,3,Single,13230,5942,3,Y,No,19,3,4,80,0,21,5,4,13,12,1,2
50,No,Travel_Rarely,827,Sales,13,2,Life Sciences,1,160,3,Female,65,3,3,Laboratory Technician,4,Married,8031,5550,4,Y,Yes,11,3,2,80,0,15,2,3,5,5,5,5
18,No,Travel_Frequently,973,Research & Development,21,2,Life Sciences,1,161,4,Female,50,3,2,Research Scientist,4,Married,8504,21236,9,Y,Yes,13,3,3,80,0,23,4,3,19,8,3,12
44,No,Travel_Rarely,293,Research & Development,26,3,Medical,1,162,3,Male,70,3,1,Manager,4,Married,15431,14125,6,Y,No,14,3,1,80,1,2,2,3,32,4,14,11
30,No,Travel_Frequently,1367,Research & Development,21,2,Life Sciences,1,163,1,Male,77,3,2,Research Scientist,4,Married,9715,22233,5,Y,No,16,3,3,80,1,0,3,3,10,10,5,8
58,No,Non-Travel,239,Sales,5,4,Life Sciences,1,164,2,Female,55,1,1,Healthcare Representative,3,Married,8341,22120,0,Y,Yes,20,4,4,80,0,37,3,4,5,5,3,5
20,No,Travel_Frequently,446,Research & Development,10,3,Life Sciences,1,165,2,Female,92,3,5,Manufacturing Director,4,Divorced,6425,10213,8,Y,No,18,3,2,80,1,16,1,3,15,13,14,7
56,No,Travel_Rarely,1305,Research & Development,6,4,Medical,1,166,4,Female,65,2,2,Sales Executive,3,Married,16260,12256,5,Y,No,17,3,3,80,2,40,5,3,1,1,1,1
23,Yes,Travel_Rarely,1110,Sales,24,1,Medical,1,167,4,Female,53,3,1,Sales Representative,3,Divorced,14781,3754,5,Y,No,18,4,2,80,0,20,4,3,37,15,13,3
25,No,Travel_Rarely,604,Research & Development,19,4,Life Sciences,1,168,3,Male,50,3,2,Sales Executive,2,Divorced,13173,26707,8,Y,Yes,16,3,1,80,0,12,3,4,13,0,0,1
44,No,Travel_Rarely,304,Sales,25,2,Life Sciences,1,169,1,Male,47,3,1,Human Resources,4,Single,3477,15302,9,Y,No,16,4,3,80,1,1,2,3,0,0,0,0
26,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,170,4,Female,44,4,3,Sales Executive,4,Single,19821,12810,4,Y,No,24,3,3,80,2,1,3,2,8,8,8,2
54,No,Non-Travel,293,Research & Development,1,3,Medical,1,171,4,Male,35,1,4,Research Scientist,2,Married,11896,24064,5,Y,Yes,16,3,1,80,0,24,5,3,18,0,4,2
50,No,Travel_Frequently,106,Sales,20,4,Life Sciences,1,172,4,Male,72,3,3,Sales Executive,1,Divorced,3036,15103,5,Y,No,13,3,4,80,3,27,2,3,3,3,3,3
59,No,Travel_Rarely,1362,Research & Development,25,3,Life Sciences,1,173,4,Female,60,1,1,Sales Executive,4,Single,12953,22054,6,Y,Yes,24,3,2,80,1,25,3,2,0,0,0,0
41,No,Travel_Rarely,412,Research & Development,15,4,Human Resources,1,174,3,Male,57,1,1,Healthcare Representative,3,Single,1324,24936,8,Y,No,20,3,1,80,1,34,3,3,7,7,7,3
32,No,Travel_Frequently,650,Sales,14,4,Other,1,175,2,Female,37,3,1,Healthcare Representative,4,Divorced,15142,13821,4,Y,Yes,25,3,2,80,0,27,1,2,24,7,6,5
49,No,Travel_Rarely,157,Research & Development,8,4,Other,1,176,3,Male,58,2,2,Manager,2,Married,4998,24603,4,Y,Yes,14,3,2,80,1,32,2,3,2,2,2,2
49,No,Travel_Rarely,544,Research & Development,10,1,Human Resources,1,177,3,Female,50,3,2,Research Scientist,1,Single,1539,16015,3,Y,No,21,3,1,80,0,17,3,2,16,6,2,7
41,Yes,Travel_Frequently,1362,Sales,9,4,Life Sciences,1,178,3,Female,87,3,2,Laboratory Technician,3,Single,11603,15115,9,Y,Yes,16,4,4,80,1,13,3,2,5,5,5,5
58,No,Travel_Rarely,971,Research & Development,17,4,Marketing,1,179,3,Male,89,1,4,Manufacturing Director,1,Divorced,19252,21401,3,Y,No,23,3,3,80,0,40,5,2,0,0,0,0
29,Yes,Travel_Rarely,1322,Research & Development,9,1,Medical,1,180,2,Male,79,1,1,Laboratory Technician,2,Divorced,5766,13327,7,Y,Yes,17,3,3,80,1,8,5,3,3,3,3,3
56,No,Travel_Rarely,686,Research & Development,3,1,Medical,1,181,3,Male,60,3,1,Healthcare Representative,1,Single,8881,21186,1,Y,Yes,13,3,4,80,2,29,3,2,3,0,2,3
19,No,Travel_Frequently,853,Research & Development,11,1,Life Sciences,1,182,3,Male,76,3,1,Manufacturing Director,2,Married,16507,14694,9,Y,No,14,3,3,80,2,2,3,3,31,6,1,11
20,No,Travel_Rarely,461,Research & Development,12,1,Medical,1,183,1,Male,63,3,1,Sales Executive,1,Divorced,10967,22649,7,Y,Yes,16,3,2,80,0,33,4,1,39,9,8,17
54,Yes,Travel_Rarely,920,Human Resources,10,3,Medical,1,184,3,Male,31,3,1,Manager,4,Married,2076,12595,1,Y,Yes,11,3,2,80,1,32,4,3,2,2,2,2
34,Yes,Travel_Rarely,131,Research & Development,25,5,Life Sciences,1,185,4,Male,96,3,2,Healthcare Representative,2,Divorced,1736,10516,0,Y,No,21,3,2,80,1,26,1,3,6,6,6,6
19,Yes,Travel_Rarely,209,Research & Development,17,3,Technical Degree,1,186,4,Male,81,3,1,Manufacturing Director,3,Married,17636,21228,9,Y,No,25,3,3,80,0,8,1,4,38,10,6,8
19,Yes,Travel_Rarely,945,Research & Development,17,3,Life Sciences,1,187,3,Male,36,2,1,Sales Executive,4,Divorced,1720,17833,8,Y,No,17,3,2,80,1,12,4,2,5,5,4,5
45,No,Travel_Frequently,818,Research & Development,25,5,Life Sciences,1,188,3,Female,48,3,3,Research Scientist,3,Married,12094,12979,7,Y,No,23,4,3,80,0,29,2,2,4,4,4,4
40,No,Travel_Rarely,992,Sales,11,2,Life Sciences,1,189,1,Male,44,3,1,Research Scientist,3,Single,8933,9570,5,Y,Yes,25,3,3,80,1,15,3,3,1,1,1,1
54,Yes,Travel_Frequently,1061,Research & Development,22,4,Life Sciences,1,190,3,Female,77,3,2,Research Scientist,4,Married,16558,10025,3,Y,No,21,3,4,80,2,25,4,3,18,9,12,12
49,No,Travel_Rarely,994,Research & Development,4,3,Life Sciences,1,191,3,Female,43,3,1,Research Scientist,4,Married,9471,15793,1,Y,Yes,11,3,4,80,0,4,2,3,6,3,6,6
50,No,Travel_Rarely,833,Sales,7,3,Other,1,192,3,Female,32,4,2,Manager,4,Divorced,10998,4898,7,Y,No,21,3,2,80,0,26,4,1,12,4,12,11
18,No,Travel_Rarely,707,Sales,21,3,Medical,1,193,4,Female,79,2,4,Manufacturing Director,3,Single,3569,18230,2,Y,No,23,3,1,80,0,14,4,3,8,8,8,8
36,No,Travel_Rarely,558,Research & Development,26,3,Medical,1,194,3,Male,83,4,1,Laboratory Technician,4,Divorced,3186,23922,9,Y,Yes,22,3,3,80,3,27,3,2,1,1,1,1
19,No,Travel_Rarely,716,Research & Development,14,1,Life Sciences,1,195,1,Female,35,3,2,Research Scientist,3,Single,18230,19319,3,Y,No,23,3,2,80,2,2,5,3,1,1,1,0
43,Yes,Travel_Rarely,799,Research & Development,7,4,Medical,1,196,2,Male,78,3,3,Sales Representative,2,Married,4087,7669,4,Y,No,22,3,1,80,0,40,2,3,35,17,8,1
49,No,Travel_Rarely,775,Research & Development,24,2,Marketing,1,197,3,Female,52,2,2,Sales Executive,4,Single,10977,13869,3,Y,No,23,3,3,80,1,0,4,3,30,10,3,3
23,No,Travel_Rarely,1372,Research & Development,8,4,Medical,1,198,3,Female,49,3,1,Manager,3,Married,15129,25988,7,Y,No,20,3,3,80,0,0,4,4,11,4,0,11
49,No,Travel_Rarely,644,Research & Development,1,3,Marketing,1,199,4,Male,89,3,2,Research Director,4,Married,19043,12775,8,Y,No,21,3,4,80,1,5,3,2,0,0,0,0
21,No,Travel_Frequently,958,Sales,24,2,Human Resources,1,200,3,Male,74,3,2,Healthcare Representative,1,Married,3957,17012,0,Y,No,25,3,2,80,1,10,2,3,6,6,6,6
28,No,Non-Travel,998,Sales,22,4,Technical Degree,1,201,3,Male,90,1,4,Human Resources,3,Single,3529,24883,1,Y,Yes,21,3,4,80,3,15,3,2,8,3,2,0
34,No,Travel_Rarely,379,Research & Development,4,2,Medical,1,202,3,Female,85,3,1,Manufacturing Director,4,Married,8278,15200,3,Y,No,19,3,4,80,0,32,5,2,6,6,5,6
55,Yes,Travel_Rarely,653,Research & Development,29,4,Life Sciences,1,203,3,Male,31,2,1,Sales Executive,2,Divorced,14345,22012,0,Y,Yes,20,3,1,80,1,23,3,3,33,16,15,17
41,No,Travel_Rarely,212,Sales,12,5,Medical,1,204,3,Male,74,4,1,Sales Executive,4,Married,13439,26335,5,Y,No,19,3,3,80,1,31,3,3,0,0,0,0
22,Yes,Travel_Rarely,486,Research & Development,24,4,Medical,1,205,3,Male,69,4,1,Research Scientist,4,Single,15029,2701,4,Y,No,21,3,3,80,2,9,5,4,13,13,5,5
51,No,Travel_Rarely,862,Sales,3,1,Marketing,1,206,3,Male,53,1,1,Sales Executive,4,Single,11719,25872,6,Y,No,19,3,4,80,1,24,3,3,3,0,3,3
23,No,Travel_Frequently,1316,Research & Development,13,3,Technical Degree,1,207,2,Female,58,4,1,Manufacturing Director,3,Divorced,17755,6712,5,Y,No,14,3,3,80,1,9,3,2,9,1,2,4
39,No,Travel_Rarely,795,Research & Development,20,4,Marketing,1,208,4,Female,96,4,1,Research Scientist,3,Married,3265,16183,2,Y,No,12,3,3,80,1,12,5,2,13,10,6,9
28,No,Travel_Rarely,506,Research & Development,6,4,Technical Degree,1,209,3,Male,97,3,1,Manager,4,Single,8361,17662,4,Y,No,17,3,3,80,1,0,5,3,6,6,1,4
33,No,Travel_Frequently,1460,Research & Development,11,1,Life Sciences,1,210,2,Male,95,3,4,Research Scientist,4,Divorced,13845,22438,2,Y,Yes,23,3,2,80,3,34,3,3,1,0,1,1
50,No,Travel_Rarely,1334,Sales,23,3,Life Sciences,1,211,1,Male,83,3,1,Laboratory Technician,3,Married,5367,6351,8,Y,No,14,3,4,80,3,13,3,2,8,8,2,4
26,Yes,Travel_Frequently,123,Human Resources,4,3,Life Sciences,1,212,1,Male,82,3,1,Research Director,4,Single,12348,18025,1,Y,No,24,3,2,80,1,20,5,3,34,7,15,10
23,No,Travel_Rarely,779,Research & Development,20,2,Human Resources,1,213,3,Female,78,3,1,Research Scientist,3,Divorced,15492,24090,5,Y,Yes,15,3,1,80,1,37,1,4,8,0,4,4
33,No,Travel_Rarely,712,Research & Development,16,3,Technical Degree,1,214,2,Male,61,3,4,Healthcare Representative,4,Married,18268,17888,8,Y,No,11,3,2,80,2,0,1,3,1,1,1,1
46,No,Travel_Rarely,1333,Research & Development,7,3,Marketing,1,215,1,Male,90,3,3,Healthcare Representative,1,Married,8138,12317,9,Y,No,21,3,4,80,0,19,3,3,23,16,8,16
20,Yes,Travel_Rarely,109,Research & Development,22,4,Marketing,1,216,3,Female,71,2,3,Research Scientist,1,Married,17030,18679,6,Y,No,22,3,3,80,0,4,3,4,2,2,2,2
37,Yes,Non-Travel,803,Research & Development,29,4,Marketing,1,217,3,Female,30,3,1,Laboratory Technician,3,Divorced,10353,25037,4,Y,No,20,3,4,80,1,39,3,3,4,4,4,0
53,No,Travel_Rarely,630,Research & Development,11,3,Other,1,218,1,Male,92,3,3,Research Scientist,2,Single,8814,23609,1,Y,No,23,3,4,80,1,31,4,1,6,1,1,6
36,No,Non-Travel,703,Sales,24,3,Technical Degree,1,219,3,Male,64,3,2,Healthcare Representative,4,Single,19315,3458,1,Y,No,16,4,4,80,3,0,1,2,4,4,4,3
43,No,Travel_Rarely,758,Sales,1,2,Medical,1,220,4,Male,80,4,1,Manufacturing Director,1,Single,9829,2845,3,Y,No,22,4,3,80,1,40,5,3,5,3,5,5
20,No,Travel_Rarely,267,Research & Development,26,5,Medical,1,221,4,Female,100,3,2,Laboratory Technician,4,Married,12220,15331,9,Y,No,25,3,2,80,1,39,2,3,21,6,7,5
36,No,Travel_Rarely,950,Research & Development,29,5,Life Sciences,1,222,3,Female,74,3,3,Healthcare Representative,2,Married,16637,16802,1,Y,Yes,17,3,2,80,1,1,3,3,2,2,2,2
37,No,Travel_Rarely,597,Research & Development,27,4,Medical,1,223,2,Male,94,4,3,Research Scientist,3,Married,13949,9639,7,Y,No,13,3,3,80,2,30,3,4,7,2,2,7
49,No,Non-Travel,691,Sales,7,4,Medical,1,224,4,Male,43,4,4,Healthcare Representative,2,Single,15333,7438,9,Y,No,20,3,3,80,1,25,4,2,0,0,0,0
24,No,Travel_Rarely,530,Research & Development,12,3,Life Sciences,1,225,3,Female,32,2,4,Sales Representative,3,Married,18521,3299,6,Y,No,12,3,3,80,0,8,2,3,8,8,4,8
58,No,Travel_Rarely,875,Research & Development,7,4,Technical Degree,1,226,2,Female,53,3,1,Sales Representative,1,Married,9964,11606,6,Y,No,23,3,3,80,2,29,1,3,1,1,1,1
50,Yes,Travel_Rarely,264,Research & Development,27,3,Medical,1,227,4,Female,94,4,2,Manager,1,Married,2028,5981,2,Y,No,22,3,3,80,1,7,5,3,3,3,3,3
57,No,Travel_Rarely,467,Research & Development,23,3,Other,1,228,3,Male,77,3,1,Research Scientist,4,Divorced,16649,3424,6,Y,No,22,4,1,80,0,4,6,3,4,4,4,4
56,No,Travel_Rarely,1364,Research & Development,7,4,Life Sciences,1,229,4,Male,39,3,3,Human Resources,1,Married,3850,10716,7,Y,No,20,3,1,80,1,38,2,3,0,0,0,0
35,Yes,Travel_Rarely,173,Research & Development,10,1,Medical,1,230,4,Male,42,2,1,Research Scientist,2,Married,12148,25997,4,Y,No,17,3,4,80,0,3,0,3,4,4,4,4
57,No,Travel_Frequently,756,Research & Development,16,1,Medical,1,231,3,Male,43,2,3,Manufacturing Director,4,Single,6486,6777,0,Y,No,11,4,2,80,3,39,4,2,7,7,3,7
18,Yes,Travel_Rarely,370,Research & Development,26,3,Life Sciences,1,232,4,Male,39,3,1,Sales Executive,1,Married,9875,20752,0,Y,No,12,3,3,80,1,35,4,3,6,6,6,6
28,No,Travel_Rarely,516,Research & Development,8,3,Medical,1,233,3,Male,69,3,1,Human Resources,3,Divorced,18401,26001,3,Y,No,13,3,3,80,3,20,5,2,3,3,2,3
45,No,Travel_Rarely,1370,Research & Development,9,4,Life Sciences,1,234,3,Male,52,4,1,Healthcare Representative,1,Divorced,18619,5459,1,Y,No,14,3,4,80,1,32,3,3,3,0,0,3
42,No,Travel_Rarely,1117,Research & Development,9,2,Life Sciences,1,235,4,Female,84,3,1,Healthcare Representative,2,Single,19028,19741,6,Y,Yes,25,3,4,80,3,25,2,2,12,7,7,8
40,No,Non-Travel,776,Sales,2,2,Life Sciences,1,236,3,Male,92,2,4,Sales Executive,4,Married,14577,22714,2,Y,No,15,3,3,80,0,39,3,3,16,16,7,6
48,No,Travel_Rarely,1185,Sales,13,2,Life Sciences,1,237,4,Female,100,1,1,Healthcare Representative,1,Single,12039,6393,3,Y,No,14,3,3,80,0,38,3,2,10,1,0,10
47,Yes,Travel_Rarely,107,Research & Development,13,1,Marketing,1,238,4,Male,71,4,2,Healthcare Representative,4,Divorced,13011,5827,8,Y,Yes,25,3,1,80,0,10,4,2,38,3,11,16
59,No,Travel_Rarely,1083,Research & Development,23,1,Life Sciences,1,239,4,Female,95,3,1,Manufacturing Director,4,Married,8538,3759,1,Y,No,20,3,3,80,1,20,5,2,35,0,5,9
52,No,Travel_Rarely,671,Research & Development,23,3,Medical,1,240,4,Male,76,3,1,Research Scientist,1,Married,19078,2954,7,Y,Yes,13,3,4,80,0,21,3,3,0,0,0,0
24,No,Travel_Rarely,508,Sales,4,3,Marketing,1,241,3,Female,81,4,1,Laboratory Technician,4,Single,16719,19322,0,Y,Yes,11,3,3,80,1,36,2,1,3,3,0,3
33,No,Non-Travel,1342,Research & Development,25,4,Medical,1,242,2,Male,47,3,1,Sales Executive,2,Divorced,4721,13775,2,Y,Yes,25,4,3,80,1,6,3,3,28,5,12,1
43,No,Travel_Frequently,127,Research & Development,24,5,Other,1,243,4,Male,47,2,3,Laboratory Technician,1,Married,8067,18614,3,Y,No,17,3,2,80,1,12,3,2,0,0,0,0
19,No,Non-Travel,1130,Sales,12,3,Marketing,1,244,2,Female,53,4,2,Research Scientist,1,Single,18720,24225,5,Y,Yes,22,3,4,80,1,19,3,3,10,10,0,6
18,Yes,Travel_Rarely,1087,Research & Development,17,1,Marketing,1,245,2,Male,52,4,1,Research Scientist,3,Married,6915,24972,0,Y,No,20,3,2,80,0,14,5,3,36,18,14,14
29,No,Travel_Rarely,491,Sales,2,1,Life Sciences,1,246,2,Male,41,2,2,Sales Executive,3,Single,19653,13518,7,Y,No,16,3,4,80,2,37,3,2,14,12,14,14
22,No,Travel_Rarely,811,Research & Development,13,4,Marketing,1,247,4,Female,52,4,1,Research Scientist,2,Married,18822,7880,1,Y,Yes,12,3,3,80,1,33,2,2,0,0,0,0
54,No,Travel_Rarely,672,Research & Development,29,3,Technical Degree,1,248,4,Female,50,3,1,Sales Executive,4,Divorced,10162,11439,4,Y,No,12,3,3,80,3,35,3,2,18,9,8,7
49,No,Travel_Frequently,855,Sales,18,4,Life Sciences,1,249,3,Male,93,3,2,Sales Representative,4,Divorced,14454,24678,5,Y,No,13,4,1,80,1,24,2,3,5,5,0,5
26,Yes,Travel_Rarely,247,Research & Development,28,4,Life Sciences,1,250,3,Male,63,4,1,Laboratory Technician,2,Married,16337,13692,7,Y,No,18,4,2,80,3,28,2,2,33,10,14,16
58,No,Travel_Frequently,886,Research & Development,28,4,Life Sciences,1,251,3,Male,31,4,2,Research Scientist,4,Divorced,19861,10419,2,Y,Yes,18,4,4,80,1,27,4,3,3,3,1,3
52,No,Travel_Rarely,1374,Research & Development,27,4,Marketing,1,252,3,Male,98,3,2,Laboratory Technician,4,Married,15663,20539,8,Y,No,20,3,4,80,3,13,4,2,7,6,3,7
36,Yes,Travel_Rarely,627,Sales,15,3,Medical,1,253,3,Female,60,2,3,Manufacturing Director,1,Single,16457,6472,4,Y,No,25,4,3,80,0,3,3,3,18,7,6,11
33,No,Travel_Rarely,114,Sales,8,3,Marketing,1,254,3,Male,97,2,4,Research Director,2,Divorced,4975,13139,7,Y,No,20,3,3,80,1,37,3,3,2,2,2,2
20,No,Travel_Rarely,1004,Sales,15,5,Life Sciences,1,255,3,Male,99,3,1,Sales Executive,3,Single,10117,5824,3,Y,No,20,4,3,80,2,6,3,2,1,1,0,1
37,No,Travel_Rarely,485,Research & Development,1,3,Technical Degree,1,256,3,Female,48,1,1,Research Scientist,3,Married,2259,13778,8,Y,No,22,4,3,80,0,12,2,3,0,0,0,0
41,No,Travel_Frequently,657,Research & Development,20,1,Life Sciences,1,257,3,Male,42,3,1,Human Resources,3,Divorced,5697,26796,7,Y,No,20,4,3,80,1,16,3,4,7,7,4,6
50,No,Travel_Rarely,988,Research & Development,10,3,Life Sciences,1,258,3,Female,94,2,1,Research Scientist,2,Single,4796,8216,4,Y,No,21,3,2,80,2,28,4,2,34,14,15,3
41,No,Travel_Rarely,120,Research & Development,12,3,Medical,1,259,4,Male,35,3,3,Sales Executive,3,Married,10140,3889,2,Y,No,24,3,4,80,1,16,4,3,3,3,3,3
28,Yes,Travel_Rarely,676,Research & Development,5,4,Life Sciences,1,260,1,Male,100,1,3,Sales Executive,3,Divorced,11479,12135,0,Y,No,22,3,4,80,0,35,5,2,0,0,0,0
25,No,Non-Travel,852,Research & Development,9,3,Life Sciences,1,261,3,Male,56,3,2,Sales Executive,3,Married,6667,22791,4,Y,Yes,18,3,3,80,1,18,4,3,12,11,0,12
53,No,Travel_Rarely,1105,Research & Development,23,3,Life Sciences,1,262,3,Male,81,2,2,Human Resources,1,Single,10202,10281,4,Y,No,17,3,4,80,0,25,3,2,0,0,0,0
55,Yes,Travel_Frequently,520,Sales,8,5,Medical,1,263,1,Male,77,3,1,Research Scientist,3,Married,3221,6934,3,Y,No,24,3,3,80,2,8,3,3,8,3,5,7
57,No,Travel_Rarely,1462,Research & Development,16,4,Human Resources,1,264,3,Male,97,4,2,Research Director,2,Single,7876,13013,9,Y,No,12,3,2,80,0,1,1,3,5,5,5,0
37,No,Travel_Frequently,520,Sales,14,3,Technical Degree,1,265,2,Male,73,3,3,Human Resources,3,Married,7972,5820,9,Y,No,11,3,1,80,0,19,3,3,7,7,0,7
52,No,Travel_Frequently,223,Sales,27,2,Medical,1,266,3,Male,46,2,2,Laboratory Technician,4,Divorced,12338,2353,7,Y,No,16,3,4,80,0,22,3,3,1,1,1,1
42,No,Travel_Rarely,533,Research & Development,25,3,Life Sciences,1,267,3,Male,67,2,1,Sales Executive,3,Married,5000,19719,2,Y,No,21,4,4,80,1,17,4,2,0,0,0,0
52,No,Travel_Rarely,145,Research & Development,13,3,Medical,1,268,4,Male,39,3,2,Sales Executive,1,Married,10304,3937,9,Y,No,18,3,4,80,3,25,3,2,18,9,11,1
42,No,Travel_Frequently,1442,Sales,23,1,Marketing,1,269,3,Male,83,3,1,Laboratory Technician,3,Married,19580,24255,8,Y,No,11,3,3,80,0,24,6,3,2,2,0,1
46,No,Travel_Rarely,482,Research & Development,21,2,Life Sciences,1,270,1,Female,35,3,2,Research Scientist,4,Married,15744,15848,2,Y,No,13,3,2,80,0,16,3,3,21,5,3,15
35,No,Travel_Frequently,246,Research & Development,13,4,Life Sciences,1,271,4,Male,35,3,2,Manufacturing Director,4,Divorced,15252,4374,3,Y,Yes,25,3,1,80,1,38,3,4,18,4,8,10
35,No,Travel_Rarely,1452,Research & Development,5,3,Life Sciences,1,272,1,Male,81,3,2,Laboratory Technician,3,Single,13426,9890,5,Y,Yes,11,3,3,80,2,9,5,4,2,2,2,2
19,Yes,Travel_Frequently,464,Sales,16,3,Marketing,1,273,4,Female,44,3,3,Research Director,2,Divorced,4041,6661,8,Y,Yes,20,3,4,80,1,24,3,3,32,2,15,4
52,No,Travel_Frequently,1175,Sales,26,2,Life Sciences,1,274,4,Male,97,3,4,Laboratory Technician,3,Married,12014,11394,9,Y,No,19,4,4,80,1,27,5,3,1,1,1,1
33,No,Non-Travel,1190,Research & Development,11,3,Technical Degree,1,275,3,Female,86,4,1,Healthcare Representative,3,Single,4912,3349,1,Y,Yes,17,3,2,80,1,25,1,2,21,4,13,9
58,No,Travel_Rarely,456,Research & Development,22,4,Life Sciences,1,276,4,Female,85,1,4,Sales Representative,4,Single,13260,8556,1,Y,No,24,3,4,80,0,11,4,4,5,5,2,5
53,No,Travel_Rarely,901,Research & Development,5,2,Life Sciences,1,277,4,Male,36,3,2,Sales Executive,3,Married,4679,12526,1,Y,No,18,3,3,80,1,18,1,2,1,1,1,1
50,No,Travel_Rarely,1289,Research & Development,13,1,Medical,1,278,4,Male,80,1,2,Research Scientist,4,Married,19729,20136,4,Y,No,19,3,1,80,1,22,2,3,34,14,6,4
21,No,Travel_Rarely,1266,Sales,28,3,Medical,1,279,3,Female,87,3,3,Sales Executive,3,Single,4332,21126,5,Y,No,13,3,3,80,2,13,4,2,37,18,13,16
50,Yes,Travel_Rarely,927,Sales,11,5,Life Sciences,1,280,2,Male,93,4,2,Sales Executive,2,Divorced,8129,17036,2,Y,No,20,3,4,80,3,16,3,4,8,8,5,8
31,No,Travel_Rarely,1253,Research & Development,25,3,Life Sciences,1,281,4,Female,55,3,3,Laboratory Technician,4,Married,8868,14244,2,Y,No,21,3,2,80,2,14,2,2,7,7,7,0
